dialogue_id,valid_transitions,emotion_shifts,shift_rate,split
1031,3,1,0.3333333333333333,train
1032,11,3,0.2727272727272727,train
1033,3,2,0.6666666666666666,train
1034,2,2,1.0,train
1035,6,5,0.8333333333333334,train
1036,20,14,0.7,train
1037,2,0,0.0,train
1038,17,13,0.7647058823529411,train
0,1,1,1.0,dev
1,15,12,0.8,dev
2,5,3,0.6,dev
3,2,2,1.0,dev
4,14,8,0.5714285714285714,dev
5,12,2,0.16666666666666666,dev
6,9,5,0.5555555555555556,dev
7,10,7,0.7,dev
8,14,3,0.21428571428571427,dev
9,7,4,0.5714285714285714,dev
10,9,4,0.4444444444444444,dev
11,12,10,0.8333333333333334,dev
12,4,2,0.5,dev
13,21,10,0.47619047619047616,dev
14,8,4,0.5,dev
15,9,7,0.7777777777777778,dev
16,18,15,0.8333333333333334,dev
17,4,0,0.0,dev
18,13,6,0.46153846153846156,dev
19,22,15,0.6818181818181818,dev
20,7,4,0.5714285714285714,dev
21,6,1,0.16666666666666666,dev
22,13,5,0.38461538461538464,dev
23,13,9,0.6923076923076923,dev
24,8,6,0.75,dev
25,5,4,0.8,dev
26,16,8,0.5,dev
27,9,8,0.8888888888888888,dev
28,10,7,0.7,dev
29,10,5,0.5,dev
30,18,8,0.4444444444444444,dev
31,12,7,0.5833333333333334,dev
32,13,4,0.3076923076923077,dev
33,1,1,1.0,dev
34,10,5,0.5,dev
36,11,7,0.6363636363636364,dev
37,10,6,0.6,dev
39,2,1,0.5,dev
40,10,9,0.9,dev
41,2,0,0.0,dev
42,4,2,0.5,dev
43,1,0,0.0,dev
44,11,8,0.7272727272727273,dev
45,11,5,0.45454545454545453,dev
46,9,4,0.4444444444444444,dev
47,10,6,0.6,dev
48,7,5,0.7142857142857143,dev
49,11,7,0.6363636363636364,dev
50,3,2,0.6666666666666666,dev
51,6,3,0.5,dev
52,2,2,1.0,dev
53,8,4,0.5,dev
54,12,9,0.75,dev
56,16,7,0.4375,dev
57,12,4,0.3333333333333333,dev
58,11,8,0.7272727272727273,dev
59,4,0,0.0,dev
60,6,5,0.8333333333333334,dev
61,5,2,0.4,dev
62,5,3,0.6,dev
63,20,10,0.5,dev
64,4,2,0.5,dev
65,10,8,0.8,dev
66,8,5,0.625,dev
67,10,5,0.5,dev
68,11,9,0.8181818181818182,dev
69,19,11,0.5789473684210527,dev
70,5,3,0.6,dev
71,5,4,0.8,dev
72,18,11,0.6111111111111112,dev
73,2,0,0.0,dev
74,19,12,0.631578947368421,dev
76,16,10,0.625,dev
77,19,11,0.5789473684210527,dev
78,8,7,0.875,dev
79,10,7,0.7,dev
80,9,4,0.4444444444444444,dev
81,2,2,1.0,dev
82,18,13,0.7222222222222222,dev
83,7,5,0.7142857142857143,dev
84,7,4,0.5714285714285714,dev
85,16,13,0.8125,dev
86,3,0,0.0,dev
87,4,1,0.25,dev
88,5,5,1.0,dev
89,10,6,0.6,dev
90,6,5,0.8333333333333334,dev
91,10,8,0.8,dev
92,11,8,0.7272727272727273,dev
93,7,4,0.5714285714285714,dev
94,11,10,0.9090909090909091,dev
95,10,8,0.8,dev
96,3,2,0.6666666666666666,dev
97,21,18,0.8571428571428571,dev
98,4,4,1.0,dev
99,8,6,0.75,dev
102,1,0,0.0,dev
103,4,4,1.0,dev
104,15,14,0.9333333333333333,dev
105,11,5,0.45454545454545453,dev
106,5,2,0.4,dev
107,3,1,0.3333333333333333,dev
108,14,9,0.6428571428571429,dev
109,7,5,0.7142857142857143,dev
110,9,3,0.3333333333333333,dev
111,2,1,0.5,dev
112,4,4,1.0,dev
113,13,7,0.5384615384615384,dev
0,2,2,1.0,test
1,7,1,0.14285714285714285,test
2,10,5,0.5,test
3,6,5,0.8333333333333334,test
4,8,7,0.875,test
5,8,1,0.125,test
6,2,1,0.5,test
7,8,4,0.5,test
8,6,5,0.8333333333333334,test
9,17,14,0.8235294117647058,test
10,3,1,0.3333333333333333,test
11,4,2,0.5,test
12,19,9,0.47368421052631576,test
13,7,3,0.42857142857142855,test
14,10,6,0.6,test
15,5,2,0.4,test
16,9,3,0.3333333333333333,test
17,32,16,0.5,test
18,2,0,0.0,test
20,7,3,0.42857142857142855,test
21,6,3,0.5,test
22,21,17,0.8095238095238095,test
23,2,1,0.5,test
24,3,3,1.0,test
25,16,11,0.6875,test
27,1,1,1.0,test
28,16,11,0.6875,test
29,12,8,0.6666666666666666,test
30,5,3,0.6,test
32,12,7,0.5833333333333334,test
33,10,6,0.6,test
34,18,12,0.6666666666666666,test
35,4,2,0.5,test
36,1,1,1.0,test
37,7,6,0.8571428571428571,test
38,4,2,0.5,test
39,11,4,0.36363636363636365,test
40,1,1,1.0,test
41,12,9,0.75,test
42,8,8,1.0,test
43,6,0,0.0,test
44,3,2,0.6666666666666666,test
45,8,5,0.625,test
46,8,2,0.25,test
47,13,3,0.23076923076923078,test
48,6,1,0.16666666666666666,test
49,16,8,0.5,test
50,3,2,0.6666666666666666,test
51,2,1,0.5,test
52,11,7,0.6363636363636364,test
53,12,8,0.6666666666666666,test
54,11,7,0.6363636363636364,test
55,2,1,0.5,test
56,11,10,0.9090909090909091,test
57,5,4,0.8,test
58,16,7,0.4375,test
59,2,1,0.5,test
60,6,5,0.8333333333333334,test
61,2,2,1.0,test
62,1,1,1.0,test
63,1,0,0.0,test
64,16,7,0.4375,test
65,10,7,0.7,test
66,4,3,0.75,test
67,3,1,0.3333333333333333,test
68,14,12,0.8571428571428571,test
69,5,2,0.4,test
70,22,7,0.3181818181818182,test
71,13,8,0.6153846153846154,test
72,16,6,0.375,test
73,10,7,0.7,test
74,4,1,0.25,test
75,5,2,0.4,test
76,18,5,0.2777777777777778,test
77,4,3,0.75,test
78,9,2,0.2222222222222222,test
79,1,0,0.0,test
80,9,5,0.5555555555555556,test
81,1,1,1.0,test
83,10,7,0.7,test
84,2,1,0.5,test
85,5,4,0.8,test
86,7,3,0.42857142857142855,test
87,1,0,0.0,test
88,13,11,0.8461538461538461,test
89,2,1,0.5,test
90,5,3,0.6,test
92,5,3,0.6,test
93,11,3,0.2727272727272727,test
94,2,1,0.5,test
95,19,15,0.7894736842105263,test
96,20,13,0.65,test
97,11,4,0.36363636363636365,test
98,11,4,0.36363636363636365,test
99,9,1,0.1111111111111111,test
100,19,8,0.42105263157894735,test
101,3,3,1.0,test
102,9,9,1.0,test
103,5,5,1.0,test
104,2,2,1.0,test
105,2,2,1.0,test
106,3,3,1.0,test
107,12,7,0.5833333333333334,test
108,6,3,0.5,test
109,7,6,0.8571428571428571,test
110,8,7,0.875,test
111,14,10,0.7142857142857143,test
112,21,12,0.5714285714285714,test
113,16,14,0.875,test
114,5,3,0.6,test
115,5,4,0.8,test
116,11,6,0.5454545454545454,test
117,8,6,0.75,test
118,11,9,0.8181818181818182,test
119,6,6,1.0,test
120,18,12,0.6666666666666666,test
121,5,2,0.4,test
122,4,4,1.0,test
123,15,13,0.8666666666666667,test
124,14,9,0.6428571428571429,test
125,22,11,0.5,test
126,15,11,0.7333333333333333,test
127,5,1,0.2,test
128,9,7,0.7777777777777778,test
129,7,4,0.5714285714285714,test
130,17,11,0.6470588235294118,test
131,8,7,0.875,test
132,19,8,0.42105263157894735,test
133,15,10,0.6666666666666666,test
134,3,3,1.0,test
135,5,3,0.6,test
137,14,6,0.42857142857142855,test
138,3,2,0.6666666666666666,test
139,9,7,0.7777777777777778,test
140,16,10,0.625,test
141,4,0,0.0,test
142,1,0,0.0,test
143,8,6,0.75,test
144,14,11,0.7857142857142857,test
145,12,6,0.5,test
146,6,5,0.8333333333333334,test
147,10,4,0.4,test
149,2,0,0.0,test
150,5,3,0.6,test
151,3,1,0.3333333333333333,test
152,4,2,0.5,test
153,11,6,0.5454545454545454,test
154,20,9,0.45,test
155,8,6,0.75,test
156,15,10,0.6666666666666666,test
157,7,2,0.2857142857142857,test
158,6,5,0.8333333333333334,test
159,1,0,0.0,test
160,13,5,0.38461538461538464,test
161,11,6,0.5454545454545454,test
162,5,2,0.4,test
163,9,7,0.7777777777777778,test
164,8,2,0.25,test
165,4,4,1.0,test
166,13,5,0.38461538461538464,test
167,16,8,0.5,test
168,18,8,0.4444444444444444,test
169,22,16,0.7272727272727273,test
170,4,2,0.5,test
171,8,5,0.625,test
172,2,0,0.0,test
173,18,10,0.5555555555555556,test
174,18,12,0.6666666666666666,test
175,22,16,0.7272727272727273,test
176,1,0,0.0,test
177,2,0,0.0,test
178,9,5,0.5555555555555556,test
179,3,2,0.6666666666666666,test
180,9,4,0.4444444444444444,test
181,5,3,0.6,test
182,9,4,0.4444444444444444,test
183,8,2,0.25,test
184,14,13,0.9285714285714286,test
185,7,6,0.8571428571428571,test
186,3,2,0.6666666666666666,test
187,8,2,0.25,test
188,8,1,0.125,test
189,9,4,0.4444444444444444,test
190,4,3,0.75,test
191,9,7,0.7777777777777778,test
192,11,9,0.8181818181818182,test
193,4,1,0.25,test
194,4,3,0.75,test
195,11,8,0.7272727272727273,test
196,17,9,0.5294117647058824,test
197,4,1,0.25,test
198,12,8,0.6666666666666666,test
199,15,4,0.26666666666666666,test
200,4,1,0.25,test
201,11,7,0.6363636363636364,test
202,7,1,0.14285714285714285,test
203,12,8,0.6666666666666666,test
204,9,5,0.5555555555555556,test
205,7,6,0.8571428571428571,test
206,4,2,0.5,test
207,1,0,0.0,test
208,13,9,0.6923076923076923,test
209,1,1,1.0,test
210,9,7,0.7777777777777778,test
211,7,5,0.7142857142857143,test
212,6,5,0.8333333333333334,test
213,11,5,0.45454545454545453,test
214,7,3,0.42857142857142855,test
215,10,7,0.7,test
216,3,1,0.3333333333333333,test
217,11,7,0.6363636363636364,test
218,2,0,0.0,test
219,1,1,1.0,test
220,1,1,1.0,test
221,4,1,0.25,test
222,13,6,0.46153846153846156,test
223,6,6,1.0,test
224,8,0,0.0,test
225,5,4,0.8,test
226,8,7,0.875,test
227,3,2,0.6666666666666666,test
228,12,7,0.5833333333333334,test
229,10,7,0.7,test
230,8,3,0.375,test
231,13,5,0.38461538461538464,test
232,9,5,0.5555555555555556,test
233,13,8,0.6153846153846154,test
234,14,9,0.6428571428571429,test
237,11,9,0.8181818181818182,test
238,4,2,0.5,test
239,11,3,0.2727272727272727,test
240,16,14,0.875,test
241,14,10,0.7142857142857143,test
242,7,3,0.42857142857142855,test
243,5,3,0.6,test
244,21,9,0.42857142857142855,test
245,4,3,0.75,test
246,13,4,0.3076923076923077,test
247,4,2,0.5,test
249,7,4,0.5714285714285714,test
250,8,5,0.625,test
251,4,3,0.75,test
252,18,8,0.4444444444444444,test
253,12,10,0.8333333333333334,test
254,17,12,0.7058823529411765,test
255,8,7,0.875,test
256,1,1,1.0,test
257,4,3,0.75,test
258,12,3,0.25,test
259,15,10,0.6666666666666666,test
260,10,9,0.9,test
261,8,4,0.5,test
262,16,7,0.4375,test
263,9,6,0.6666666666666666,test
264,3,2,0.6666666666666666,test
265,1,1,1.0,test
266,16,7,0.4375,test
267,10,6,0.6,test
268,13,3,0.23076923076923078,test
269,4,3,0.75,test
270,14,7,0.5,test
271,5,3,0.6,test
272,5,2,0.4,test
273,3,2,0.6666666666666666,test
274,4,2,0.5,test
275,3,0,0.0,test
278,16,14,0.875,test
279,15,7,0.4666666666666667,test
